trip_id,start_time,end_time,headway_secs,exact_times
D07-I-MS-B08,16:30:00,18:30:00,720,0
D07-I-MS-B09,18:30:00,20:30:00,1200,0
D07-I-MS-B10,20:30:00,23:00:00,1125,0
D07-I-MS-B11,23:00:00,24:00:00,1200,0
203c-I-MS-B04,08:00:00,09:30:00,771,0
203c-I-MS-B05,09:30:00,12:30:00,720,0
203c-I-MS-B06,12:30:00,14:00:00,675,0
203c-I-MS-B07,14:00:00,16:30:00,750,0
407-R-MS-B00,00:00:00,01:00:00,1800,0
407-R-MS-B01,01:00:00,05:30:00,1800,0
407-R-MS-B02,05:30:00,06:30:00,900,0
407-R-MS-B03,06:30:00,08:00:00,600,0
407-R-MS-B04,08:00:00,09:30:00,491,0
407-R-MS-B05,09:30:00,12:30:00,432,0
407-R-MS-B06,12:30:00,14:00:00,450,0
407-R-MS-B07,14:00:00,16:30:00,529,0
407-R-MS-B08,16:30:00,18:30:00,600,0
407-R-MS-B09,18:30:00,20:30:00,1029,0
407-R-MS-B10,20:30:00,23:00:00,1800,0
407-R-MS-B11,23:00:00,24:00:00,1800,0
422-R-MS-B02,05:30:00,06:30:00,1800,0
422-R-MS-B03,06:30:00,08:00:00,675,0
422-R-MS-B04,08:00:00,09:30:00,600,0
422-R-MS-B05,09:30:00,12:30:00,514,0
422-R-MS-B06,12:30:00,14:00:00,540,0
422-R-MS-B07,14:00:00,16:30:00,643,0
422-R-MS-B08,16:30:00,18:30:00,720,0
422-R-MS-B09,18:30:00,20:30:00,900,0
422-R-MS-B10,20:30:00,23:00:00,1125,0
422-R-MS-B11,23:00:00,24:00:00,1200,0
419-R-MS-B02,05:30:00,06:30:00,1800,0
419-R-MS-B03,06:30:00,08:00:00,675,0
419-R-MS-B04,08:00:00,09:30:00,675,0
419-R-MS-B05,09:30:00,12:30:00,720,0
419-R-MS-B06,12:30:00,14:00:00,675,0
419-R-MS-B07,14:00:00,16:30:00,692,0
419-R-MS-B08,16:30:00,18:30:00,720,0
419-R-MS-B09,18:30:00,20:30:00,1029,0
419-R-MS-B10,20:30:00,23:00:00,1125,0
419-R-MS-B11,23:00:00,24:00:00,1800,0
504-I-MS-B02,05:30:00,06:30:00,720,0
504-I-MS-B03,06:30:00,08:00:00,675,0
504-I-MS-B04,08:00:00,09:30:00,600,0
504-I-MS-B05,09:30:00,12:30:00,470,0
504-I-MS-B06,12:30:00,14:00:00,491,0
504-I-MS-B07,14:00:00,16:30:00,600,0
504-I-MS-B08,16:30:00,18:30:00,720,0
504-I-MS-B09,18:30:00,20:30:00,1029,0
504-I-MS-B10,20:30:00,23:00:00,900,0
504-R-MS-B02,05:30:00,06:30:00,900,0
504-R-MS-B03,06:30:00,08:00:00,675,0
504-R-MS-B04,08:00:00,09:30:00,600,0
504-R-MS-B05,09:30:00,12:30:00,491,0
504-R-MS-B06,12:30:00,14:00:00,540,0
504-R-MS-B07,14:00:00,16:30:00,600,0
504-R-MS-B08,16:30:00,18:30:00,720,0
504-R-MS-B09,18:30:00,20:30:00,900,0
504-R-MS-B10,20:30:00,23:00:00,900,0
504-R-MS-B11,23:00:00,24:00:00,1800,0
B21-I-MS-B02,05:30:00,06:30:00,1200,0
B21-I-MS-B03,06:30:00,08:00:00,675,0
B21-I-MS-B04,08:00:00,09:30:00,675,0
B21-I-MS-B05,09:30:00,12:30:00,720,0
B21-I-MS-B06,12:30:00,14:00:00,675,0
B21-I-MS-B07,14:00:00,16:30:00,692,0
B21-I-MS-B08,16:30:00,18:30:00,720,0
B21-I-MS-B09,18:30:00,20:30:00,1200,0
B21-I-MS-B10,20:30:00,23:00:00,1286,0
I11N-R-MS-B00,00:00:00,01:00:00,1800,0
I11N-R-MS-B01,01:00:00,05:30:00,1800,0
I11N-I-MS-B00,00:00:00,01:00:00,1800,0
I11N-I-MS-B01,01:00:00,05:30:00,1800,0
B28-I-MS-B02,05:30:00,06:30:00,1200,0
B28-I-MS-B03,06:30:00,08:00:00,675,0
B28-I-MS-B04,08:00:00,09:30:00,675,0
B28-I-MS-B05,09:30:00,12:30:00,720,0
B28-I-MS-B06,12:30:00,14:00:00,675,0
B28-I-MS-B07,14:00:00,16:30:00,692,0
B28-I-MS-B08,16:30:00,18:30:00,720,0
B28-I-MS-B09,18:30:00,20:30:00,1200,0
B28-I-MS-B10,20:30:00,23:00:00,1125,0
B28-I-MS-B11,23:00:00,24:00:00,1200,0
B27-I-MS-B02,05:30:00,06:30:00,1200,0
B27-I-MS-B03,06:30:00,08:00:00,675,0
B27-I-MS-B04,08:00:00,09:30:00,675,0
B27-I-MS-B05,09:30:00,12:30:00,675,0
B27-I-MS-B06,12:30:00,14:00:00,675,0
B27-I-MS-B07,14:00:00,16:30:00,692,0
B27-I-MS-B08,16:30:00,18:30:00,720,0
B27-I-MS-B09,18:30:00,20:30:00,1200,0
B27-I-MS-B10,20:30:00,23:00:00,1125,0
B27-I-MS-B11,23:00:00,24:00:00,1200,0
405c-R-MS-B04,08:00:00,09:30:00,900,0
405c-R-MS-B05,09:30:00,12:30:00,720,0
405c-R-MS-B06,12:30:00,14:00:00,675,0
405c-R-MS-B07,14:00:00,16:30:00,900,0
401-R-MS-B00,00:00:00,01:00:00,900,0
401-R-MS-B01,01:00:00,05:30:00,1800,0
401-R-MS-B02,05:30:00,06:30:00,900,0
401-R-MS-B03,06:30:00,08:00:00,600,0
401-R-MS-B04,08:00:00,09:30:00,600,0
401-R-MS-B05,09:30:00,12:30:00,540,0
401-R-MS-B06,12:30:00,14:00:00,540,0
401-R-MS-B07,14:00:00,16:30:00,562,0
401-R-MS-B08,16:30:00,18:30:00,600,0
401-R-MS-B09,18:30:00,20:30:00,800,0
401-R-MS-B10,20:30:00,23:00:00,900,0
401-R-MS-B11,23:00:00,24:00:00,900,0
345-I-MS-B02,05:30:00,06:30:00,1200,0
345-I-MS-B03,06:30:00,08:00:00,675,0
345-I-MS-B04,08:00:00,09:30:00,675,0
345-I-MS-B05,09:30:00,12:30:00,600,0
345-I-MS-B06,12:30:00,14:00:00,600,0
345-I-MS-B07,14:00:00,16:30:00,692,0
345-I-MS-B08,16:30:00,18:30:00,720,0
345-I-MS-B09,18:30:00,20:30:00,1029,0
345-I-MS-B10,20:30:00,23:00:00,1125,0
J10-I-MS-B02,05:30:00,06:30:00,1200,0
J10-I-MS-B03,06:30:00,08:00:00,900,0
J10-I-MS-B04,08:00:00,09:30:00,675,0
J10-I-MS-B05,09:30:00,12:30:00,720,0
J10-I-MS-B06,12:30:00,14:00:00,771,0
J10-I-MS-B07,14:00:00,16:30:00,818,0
J10-I-MS-B08,16:30:00,18:30:00,900,0
J10-I-MS-B09,18:30:00,20:30:00,900,0
J10-I-MS-B10,20:30:00,23:00:00,1000,0
J10-I-MS-B11,23:00:00,24:00:00,1800,0
385-I-MS-B02,05:30:00,06:30:00,3600,0
385-I-MS-B03,06:30:00,08:00:00,675,0
385-I-MS-B04,08:00:00,09:30:00,675,0
385-I-MS-B05,09:30:00,12:30:00,675,0
385-I-MS-B06,12:30:00,14:00:00,675,0
385-I-MS-B07,14:00:00,16:30:00,692,0
385-I-MS-B08,16:30:00,18:30:00,720,0
385-I-MS-B09,18:30:00,20:30:00,900,0
385-I-MS-B10,20:30:00,23:00:00,1125,0
385-I-MS-B11,23:00:00,24:00:00,1800,0
I14N-I-MS-B00,00:00:00,01:00:00,1800,0
I14N-I-MS-B01,01:00:00,05:30:00,1800,0
I18-I-MS-B02,05:30:00,06:30:00,1200,0
I18-I-MS-B03,06:30:00,08:00:00,675,0
I18-I-MS-B04,08:00:00,09:30:00,675,0
I18-I-MS-B05,09:30:00,12:30:00,720,0
I18-I-MS-B06,12:30:00,14:00:00,675,0
I18-I-MS-B07,14:00:00,16:30:00,692,0
I18-I-MS-B08,16:30:00,18:30:00,720,0
I18-I-MS-B09,18:30:00,20:30:00,1200,0
I18-I-MS-B10,20:30:00,23:00:00,1500,0
I10N-I-MS-B00,00:00:00,01:00:00,1800,0
I10N-I-MS-B01,01:00:00,05:30:00,1473,0
424-I-MS-B02,05:30:00,06:30:00,1200,0
424-I-MS-B03,06:30:00,08:00:00,675,0
424-I-MS-B04,08:00:00,09:30:00,675,0
424-I-MS-B05,09:30:00,12:30:00,675,0
424-I-MS-B06,12:30:00,14:00:00,675,0
424-I-MS-B07,14:00:00,16:30:00,692,0
424-I-MS-B08,16:30:00,18:30:00,720,0
424-I-MS-B09,18:30:00,20:30:00,1200,0
424-I-MS-B10,20:30:00,23:00:00,1125,0
424-I-MS-B11,23:00:00,24:00:00,1800,0
B18e-R-MS-B01,01:00:00,05:30:00,16200,0
B18e-R-MS-B02,05:30:00,06:30:00,1800,0
B18e-R-MS-B03,06:30:00,08:00:00,675,0
B18e-R-MS-B04,08:00:00,09:30:00,675,0
B18e-R-MS-B05,09:30:00,12:30:00,600,0
B18e-R-MS-B06,12:30:00,14:00:00,600,0
B18e-R-MS-B07,14:00:00,16:30:00,692,0
B18e-R-MS-B08,16:30:00,18:30:00,720,0
B18e-R-MS-B09,18:30:00,20:30:00,1800,0
B18e-R-MS-B10,20:30:00,23:00:00,1800,0
B18e-R-MS-B11,23:00:00,24:00:00,1800,0
307c-R-MS-B03,06:30:00,08:00:00,540,0
307c-R-MS-B04,08:00:00,09:30:00,450,0
307c-R-MS-B05,09:30:00,12:30:00,386,0
307c-R-MS-B06,12:30:00,14:00:00,450,0
307c-R-MS-B07,14:00:00,16:30:00,474,0
307c-R-MS-B08,16:30:00,18:30:00,554,0
307c-R-MS-B09,18:30:00,20:30:00,1029,0
307c-R-MS-B10,20:30:00,23:00:00,1000,0
307c-R-MS-B11,23:00:00,24:00:00,1800,0
B21-R-MS-B01,01:00:00,05:30:00,16200,0
B21-R-MS-B02,05:30:00,06:30:00,1200,0
B21-R-MS-B03,06:30:00,08:00:00,675,0
B21-R-MS-B04,08:00:00,09:30:00,675,0
B21-R-MS-B05,09:30:00,12:30:00,720,0
B21-R-MS-B06,12:30:00,14:00:00,675,0
B21-R-MS-B07,14:00:00,16:30:00,692,0
B21-R-MS-B08,16:30:00,18:30:00,720,0
B21-R-MS-B09,18:30:00,20:30:00,1200,0
B21-R-MS-B10,20:30:00,23:00:00,1286,0
B27-R-MS-B02,05:30:00,06:30:00,1200,0
B27-R-MS-B03,06:30:00,08:00:00,675,0
B27-R-MS-B04,08:00:00,09:30:00,675,0
B27-R-MS-B05,09:30:00,12:30:00,675,0
B27-R-MS-B06,12:30:00,14:00:00,675,0
B27-R-MS-B07,14:00:00,16:30:00,692,0
B27-R-MS-B08,16:30:00,18:30:00,720,0
B27-R-MS-B09,18:30:00,20:30:00,1200,0
B27-R-MS-B10,20:30:00,23:00:00,1125,0
B27-R-MS-B11,23:00:00,24:00:00,1200,0
B24-I-MS-B02,05:30:00,06:30:00,1200,0
B24-I-MS-B03,06:30:00,08:00:00,675,0
B24-I-MS-B04,08:00:00,09:30:00,675,0
B24-I-MS-B05,09:30:00,12:30:00,675,0
B24-I-MS-B06,12:30:00,14:00:00,675,0
B24-I-MS-B07,14:00:00,16:30:00,692,0
B24-I-MS-B08,16:30:00,18:30:00,720,0
B24-I-MS-B09,18:30:00,20:30:00,1200,0
B24-I-MS-B10,20:30:00,23:00:00,1800,0
508-R-MS-B00,00:00:00,01:00:00,1800,0
508-R-MS-B01,01:00:00,05:30:00,1800,0
508-R-MS-B02,05:30:00,06:30:00,900,0
508-R-MS-B03,06:30:00,08:00:00,600,0
508-R-MS-B04,08:00:00,09:30:00,491,0
508-R-MS-B05,09:30:00,12:30:00,432,0
508-R-MS-B06,12:30:00,14:00:00,450,0
508-R-MS-B07,14:00:00,16:30:00,529,0
508-R-MS-B09,18:30:00,20:30:00,900,0
508-R-MS-B10,20:30:00,23:00:00,900,0
508-R-MS-B11,23:00:00,24:00:00,1800,0
B10-I-MS-B02,05:30:00,06:30:00,1200,0
B10-I-MS-B03,06:30:00,08:00:00,675,0
B10-I-MS-B04,08:00:00,09:30:00,675,0
B10-I-MS-B05,09:30:00,12:30:00,720,0
B10-I-MS-B06,12:30:00,14:00:00,675,0
B10-I-MS-B07,14:00:00,16:30:00,692,0
B10-I-MS-B08,16:30:00,18:30:00,720,0
B10-I-MS-B09,18:30:00,20:30:00,1200,0
B10-I-MS-B10,20:30:00,23:00:00,1500,0
B10-I-MS-B11,23:00:00,24:00:00,1800,0
D10-R-MS-B02,05:30:00,06:30:00,1200,0
D10-R-MS-B03,06:30:00,08:00:00,675,0
D10-R-MS-B04,08:00:00,09:30:00,675,0
D10-R-MS-B05,09:30:00,12:30:00,720,0
D10-R-MS-B06,12:30:00,14:00:00,675,0
D10-R-MS-B07,14:00:00,16:30:00,692,0
D10-R-MS-B08,16:30:00,18:30:00,720,0
D10-R-MS-B09,18:30:00,20:30:00,1440,0
D10-R-MS-B10,20:30:00,23:00:00,1125,0
D10-R-MS-B11,23:00:00,24:00:00,1200,0
201-R-MS-B00,00:00:00,01:00:00,1200,0
201-R-MS-B01,01:00:00,05:30:00,1620,0
201-R-MS-B02,05:30:00,06:30:00,514,0
201-R-MS-B03,06:30:00,08:00:00,675,0
201-R-MS-B04,08:00:00,09:30:00,600,0
201-R-MS-B05,09:30:00,12:30:00,514,0
201-R-MS-B06,12:30:00,14:00:00,540,0
201-R-MS-B07,14:00:00,16:30:00,643,0
201-R-MS-B08,16:30:00,18:30:00,720,0
201-R-MS-B09,18:30:00,20:30:00,554,0
201-R-MS-B10,20:30:00,23:00:00,900,0
201-R-MS-B11,23:00:00,24:00:00,1200,0
G04-R-MS-B02,05:30:00,06:30:00,900,0
G04-R-MS-B03,06:30:00,08:00:00,540,0
G04-R-MS-B04,08:00:00,09:30:00,450,0
G04-R-MS-B05,09:30:00,12:30:00,372,0
G04-R-MS-B06,12:30:00,14:00:00,415,0
G04-R-MS-B07,14:00:00,16:30:00,450,0
G04-R-MS-B08,16:30:00,18:30:00,554,0
G04-R-MS-B09,18:30:00,20:30:00,800,0
G04-R-MS-B10,20:30:00,23:00:00,818,0
G04-R-MS-B11,23:00:00,24:00:00,1800,0
509-I-MS-B01,01:00:00,05:30:00,16200,0
509-I-MS-B02,05:30:00,06:30:00,1200,0
509-I-MS-B03,06:30:00,08:00:00,675,0
509-I-MS-B04,08:00:00,09:30:00,675,0
509-I-MS-B05,09:30:00,12:30:00,568,0
509-I-MS-B06,12:30:00,14:00:00,600,0
509-I-MS-B07,14:00:00,16:30:00,692,0
509-I-MS-B08,16:30:00,18:30:00,720,0
509-I-MS-B09,18:30:00,20:30:00,1200,0
509-I-MS-B10,20:30:00,23:00:00,1125,0
C01c-I-MS-B02,05:30:00,06:30:00,900,0
C01c-I-MS-B03,06:30:00,08:00:00,675,0
C01c-I-MS-B04,08:00:00,09:30:00,540,0
C01c-I-MS-B05,09:30:00,12:30:00,470,0
C01c-I-MS-B06,12:30:00,14:00:00,491,0
C01c-I-MS-B07,14:00:00,16:30:00,529,0
C01c-I-MS-B08,16:30:00,18:30:00,600,0
C01c-I-MS-B09,18:30:00,20:30:00,720,0
C01c-I-MS-B10,20:30:00,23:00:00,1000,0
C01c-I-MS-B11,23:00:00,24:00:00,1200,0
C01c-R-MS-B02,05:30:00,06:30:00,900,0
C01c-R-MS-B03,06:30:00,08:00:00,675,0
C01c-R-MS-B04,08:00:00,09:30:00,540,0
C01c-R-MS-B05,09:30:00,12:30:00,470,0
C01c-R-MS-B06,12:30:00,14:00:00,491,0
C01c-R-MS-B07,14:00:00,16:30:00,529,0
C01c-R-MS-B08,16:30:00,18:30:00,600,0
C01c-R-MS-B09,18:30:00,20:30:00,655,0
C01c-R-MS-B10,20:30:00,23:00:00,900,0
C01c-R-MS-B11,23:00:00,24:00:00,1200,0
E03-I-MS-B00,00:00:00,01:00:00,1800,0
E03-I-MS-B01,01:00:00,05:30:00,5400,0
E03-I-MS-B03,06:30:00,08:00:00,675,0
E03-I-MS-B04,08:00:00,09:30:00,675,0
E03-I-MS-B05,09:30:00,12:30:00,540,0
E03-I-MS-B06,12:30:00,14:00:00,540,0
E03-I-MS-B07,14:00:00,16:30:00,692,0
E03-I-MS-B08,16:30:00,18:30:00,720,0
E03-I-MS-B09,18:30:00,20:30:00,900,0
E03-I-MS-B10,20:30:00,23:00:00,1000,0
E03-I-MS-B11,23:00:00,24:00:00,1800,0
E03-R-MS-B00,00:00:00,01:00:00,1800,0
E03-R-MS-B01,01:00:00,05:30:00,5400,0
E03-R-MS-B03,06:30:00,08:00:00,675,0
E03-R-MS-B04,08:00:00,09:30:00,675,0
E03-R-MS-B05,09:30:00,12:30:00,568,0
E03-R-MS-B06,12:30:00,14:00:00,600,0
E03-R-MS-B07,14:00:00,16:30:00,692,0
E03-R-MS-B08,16:30:00,18:30:00,720,0
E03-R-MS-B09,18:30:00,20:30:00,900,0
E03-R-MS-B10,20:30:00,23:00:00,1000,0
E03-R-MS-B11,23:00:00,24:00:00,1800,0
D13-R-MS-B03,06:30:00,08:00:00,771,0
D13-R-MS-B04,08:00:00,09:30:00,771,0
D13-R-MS-B05,09:30:00,12:30:00,720,0
D13-R-MS-B06,12:30:00,14:00:00,771,0
D13-R-MS-B07,14:00:00,16:30:00,692,0
D13-R-MS-B08,16:30:00,18:30:00,720,0
D13-R-MS-B09,18:30:00,20:30:00,1200,0
D13-R-MS-B10,20:30:00,23:00:00,1125,0
D13-I-MS-B03,06:30:00,08:00:00,771,0
D13-I-MS-B04,08:00:00,09:30:00,771,0
D13-I-MS-B05,09:30:00,12:30:00,720,0
D13-I-MS-B06,12:30:00,14:00:00,771,0
D13-I-MS-B07,14:00:00,16:30:00,692,0
D13-I-MS-B08,16:30:00,18:30:00,720,0
D13-I-MS-B09,18:30:00,20:30:00,1200,0
D13-I-MS-B10,20:30:00,23:00:00,1125,0
325-I-MS-B02,05:30:00,06:30:00,900,0
325-I-MS-B03,06:30:00,08:00:00,675,0
325-I-MS-B04,08:00:00,09:30:00,675,0
325-I-MS-B05,09:30:00,12:30:00,675,0
325-I-MS-B06,12:30:00,14:00:00,675,0
325-I-MS-B07,14:00:00,16:30:00,750,0
325-I-MS-B08,16:30:00,18:30:00,720,0
325-I-MS-B09,18:30:00,20:30:00,800,0
325-I-MS-B10,20:30:00,23:00:00,1125,0
325-I-MS-B11,23:00:00,24:00:00,1800,0
I14-I-MS-B02,05:30:00,06:30:00,1200,0
I14-I-MS-B03,06:30:00,08:00:00,675,0
I14-I-MS-B04,08:00:00,09:30:00,675,0
I14-I-MS-B05,09:30:00,12:30:00,600,0
I14-I-MS-B06,12:30:00,14:00:00,600,0
I14-I-MS-B07,14:00:00,16:30:00,692,0
I14-I-MS-B08,16:30:00,18:30:00,720,0
I14-I-MS-B09,18:30:00,20:30:00,900,0
I14-I-MS-B10,20:30:00,23:00:00,1125,0
I14-I-MS-B11,23:00:00,24:00:00,1200,0
223-I-MS-B00,00:00:00,01:00:00,1800,0
223-I-MS-B02,05:30:00,06:30:00,900,0
223-I-MS-B03,06:30:00,08:00:00,675,0
223-I-MS-B04,08:00:00,09:30:00,540,0
223-I-MS-B05,09:30:00,12:30:00,491,0
223-I-MS-B06,12:30:00,14:00:00,491,0
223-I-MS-B07,14:00:00,16:30:00,600,0
223-I-MS-B08,16:30:00,18:30:00,720,0
223-I-MS-B09,18:30:00,20:30:00,800,0
223-I-MS-B10,20:30:00,23:00:00,818,0
223-I-MS-B11,23:00:00,24:00:00,1800,0
223-R-MS-B02,05:30:00,06:30:00,720,0
223-R-MS-B03,06:30:00,08:00:00,675,0
223-R-MS-B04,08:00:00,09:30:00,540,0
223-R-MS-B05,09:30:00,12:30:00,450,0
223-R-MS-B06,12:30:00,14:00:00,450,0
223-R-MS-B07,14:00:00,16:30:00,562,0
223-R-MS-B08,16:30:00,18:30:00,655,0
223-R-MS-B09,18:30:00,20:30:00,800,0
223-R-MS-B10,20:30:00,23:00:00,900,0
223-R-MS-B11,23:00:00,24:00:00,1800,0
D14-I-MS-B02,05:30:00,06:30:00,3600,0
D14-I-MS-B03,06:30:00,08:00:00,675,0
D14-I-MS-B04,08:00:00,09:30:00,675,0
D14-I-MS-B05,09:30:00,12:30:00,675,0
D14-I-MS-B06,12:30:00,14:00:00,675,0
D14-I-MS-B07,14:00:00,16:30:00,692,0
D14-I-MS-B08,16:30:00,18:30:00,720,0
D14-I-MS-B09,18:30:00,20:30:00,1200,0
D14-I-MS-B10,20:30:00,23:00:00,1000,0
115c-I-MS-B04,08:00:00,09:30:00,900,0
115c-I-MS-B05,09:30:00,12:30:00,900,0
115c-I-MS-B06,12:30:00,14:00:00,900,0
115c-I-MS-B07,14:00:00,16:30:00,900,0
118-I-MS-B02,05:30:00,06:30:00,900,0
118-I-MS-B03,06:30:00,08:00:00,771,0
118-I-MS-B04,08:00:00,09:30:00,675,0
118-I-MS-B05,09:30:00,12:30:00,540,0
118-I-MS-B06,12:30:00,14:00:00,540,0
118-I-MS-B07,14:00:00,16:30:00,692,0
118-I-MS-B08,16:30:00,18:30:00,900,0
118-I-MS-B09,18:30:00,20:30:00,1029,0
118-I-MS-B10,20:30:00,23:00:00,1125,0
118-I-MS-B11,23:00:00,24:00:00,1800,0
F16-R-MS-B02,05:30:00,06:30:00,1800,0
F16-R-MS-B03,06:30:00,08:00:00,675,0
F16-R-MS-B04,08:00:00,09:30:00,675,0
F16-R-MS-B05,09:30:00,12:30:00,720,0
F16-R-MS-B06,12:30:00,14:00:00,675,0
F16-R-MS-B07,14:00:00,16:30:00,692,0
F16-R-MS-B08,16:30:00,18:30:00,720,0
F16-R-MS-B09,18:30:00,20:30:00,1200,0
F16-R-MS-B10,20:30:00,23:00:00,1800,0
F16-R-MS-B11,23:00:00,24:00:00,1800,0
C03-R-MS-B02,05:30:00,06:30:00,1200,0
C03-R-MS-B03,06:30:00,08:00:00,675,0
C03-R-MS-B04,08:00:00,09:30:00,675,0
C03-R-MS-B05,09:30:00,12:30:00,600,0
C03-R-MS-B06,12:30:00,14:00:00,600,0
C03-R-MS-B07,14:00:00,16:30:00,692,0
C03-R-MS-B08,16:30:00,18:30:00,720,0
C03-R-MS-B09,18:30:00,20:30:00,900,0
C03-R-MS-B10,20:30:00,23:00:00,1000,0
C03-R-MS-B11,23:00:00,24:00:00,1800,0
105c-R-MS-B04,08:00:00,09:30:00,900,0
105c-R-MS-B05,09:30:00,12:30:00,720,0
105c-R-MS-B06,12:30:00,14:00:00,675,0
105c-R-MS-B07,14:00:00,16:30:00,900,0
C18-R-MS-B02,05:30:00,06:30:00,1200,0
C18-R-MS-B03,06:30:00,08:00:00,675,0
C18-R-MS-B04,08:00:00,09:30:00,675,0
C18-R-MS-B05,09:30:00,12:30:00,540,0
C18-R-MS-B06,12:30:00,14:00:00,540,0
C18-R-MS-B07,14:00:00,16:30:00,692,0
C18-R-MS-B08,16:30:00,18:30:00,720,0
C18-R-MS-B09,18:30:00,20:30:00,1200,0
C18-R-MS-B10,20:30:00,23:00:00,1125,0
C18-R-MS-B11,23:00:00,24:00:00,3600,0
C22-R-MS-B02,05:30:00,06:30:00,3600,0
C22-R-MS-B04,08:00:00,09:30:00,675,0
C22-R-MS-B05,09:30:00,12:30:00,675,0
C22-R-MS-B06,12:30:00,14:00:00,675,0
C22-R-MS-B07,14:00:00,16:30:00,692,0
C22-R-MS-B08,16:30:00,18:30:00,720,0
C22-R-MS-B09,18:30:00,20:30:00,1800,0
C22-R-MS-B10,20:30:00,23:00:00,1800,0
401c-R-MS-B04,08:00:00,09:30:00,1350,0
401c-R-MS-B05,09:30:00,12:30:00,1350,0
401c-R-MS-B06,12:30:00,14:00:00,1350,0
401c-R-MS-B07,14:00:00,16:30:00,1286,0
C07-R-MS-B02,05:30:00,06:30:00,1800,0
C07-R-MS-B04,08:00:00,09:30:00,540,0
C07-R-MS-B05,09:30:00,12:30:00,450,0
C07-R-MS-B06,12:30:00,14:00:00,450,0
C07-R-MS-B07,14:00:00,16:30:00,562,0
C07-R-MS-B08,16:30:00,18:30:00,655,0
C07-R-MS-B09,18:30:00,20:30:00,1029,0
C07-R-MS-B10,20:30:00,23:00:00,1125,0
C07-R-MS-B11,23:00:00,24:00:00,1800,0
I05-I-MS-B01,01:00:00,05:30:00,16200,0
I05-I-MS-B02,05:30:00,06:30:00,1200,0
I05-I-MS-B03,06:30:00,08:00:00,675,0
I05-I-MS-B04,08:00:00,09:30:00,675,0
I05-I-MS-B05,09:30:00,12:30:00,720,0
I05-I-MS-B06,12:30:00,14:00:00,675,0
I05-I-MS-B07,14:00:00,16:30:00,692,0
I05-I-MS-B08,16:30:00,18:30:00,720,0
I05-I-MS-B09,18:30:00,20:30:00,900,0
I05-I-MS-B10,20:30:00,23:00:00,1125,0
D18-R-MS-B02,05:30:00,06:30:00,1200,0
D18-R-MS-B04,08:00:00,09:30:00,675,0
D18-R-MS-B05,09:30:00,12:30:00,540,0
D18-R-MS-B06,12:30:00,14:00:00,540,0
D18-R-MS-B07,14:00:00,16:30:00,692,0
D18-R-MS-B08,16:30:00,18:30:00,720,0
D18-R-MS-B09,18:30:00,20:30:00,1200,0
D18-R-MS-B10,20:30:00,23:00:00,1125,0
D18-R-MS-B11,23:00:00,24:00:00,1200,0
I21-R-MS-B03,06:30:00,08:00:00,771,0
I21-R-MS-B04,08:00:00,09:30:00,675,0
I21-R-MS-B05,09:30:00,12:30:00,720,0
I21-R-MS-B06,12:30:00,14:00:00,675,0
I21-R-MS-B07,14:00:00,16:30:00,692,0
I21-R-MS-B08,16:30:00,18:30:00,720,0
I21-R-MS-B09,18:30:00,20:30:00,1029,0
I21-R-MS-B10,20:30:00,23:00:00,1500,0
I21-R-MS-B11,23:00:00,24:00:00,1800,0
I21-I-MS-B03,06:30:00,08:00:00,900,0
I21-I-MS-B04,08:00:00,09:30:00,675,0
I21-I-MS-B05,09:30:00,12:30:00,720,0
I21-I-MS-B06,12:30:00,14:00:00,675,0
I21-I-MS-B07,14:00:00,16:30:00,692,0
I21-I-MS-B08,16:30:00,18:30:00,720,0
I21-I-MS-B09,18:30:00,20:30:00,1029,0
I21-I-MS-B10,20:30:00,23:00:00,1500,0
325-R-MS-B00,00:00:00,01:00:00,1800,0
325-R-MS-B02,05:30:00,06:30:00,1800,0
325-R-MS-B04,08:00:00,09:30:00,600,0
325-R-MS-B05,09:30:00,12:30:00,600,0
325-R-MS-B06,12:30:00,14:00:00,600,0
325-R-MS-B07,14:00:00,16:30:00,692,0
325-R-MS-B08,16:30:00,18:30:00,720,0
325-R-MS-B09,18:30:00,20:30:00,800,0
325-R-MS-B10,20:30:00,23:00:00,1125,0
325-R-MS-B11,23:00:00,24:00:00,1800,0
E12-I-MS-B01,01:00:00,05:30:00,16200,0
E12-I-MS-B02,05:30:00,06:30:00,1200,0
E12-I-MS-B03,06:30:00,08:00:00,675,0
E12-I-MS-B04,08:00:00,09:30:00,540,0
E12-I-MS-B05,09:30:00,12:30:00,491,0
E12-I-MS-B06,12:30:00,14:00:00,600,0
E12-I-MS-B07,14:00:00,16:30:00,600,0
E12-I-MS-B08,16:30:00,18:30:00,600,0
E12-I-MS-B09,18:30:00,20:30:00,1029,0
E12-I-MS-B10,20:30:00,23:00:00,1000,0
E12-I-MS-B11,23:00:00,24:00:00,1800,0
I09-I-MS-B01,01:00:00,05:30:00,5400,0
I09-I-MS-B02,05:30:00,06:30:00,600,0
I09-I-MS-B03,06:30:00,08:00:00,450,0
I09-I-MS-B04,08:00:00,09:30:00,415,0
I09-I-MS-B05,09:30:00,12:30:00,338,0
I09-I-MS-B06,12:30:00,14:00:00,338,0
I09-I-MS-B07,14:00:00,16:30:00,429,0
I09-I-MS-B08,16:30:00,18:30:00,480,0
I09-I-MS-B09,18:30:00,20:30:00,720,0
I09-I-MS-B10,20:30:00,23:00:00,692,0
